gene_id,sf1,sf2,sf3,sl1,sl2,sl3
PEQU_40109,0,2,2,1,0,0
PEQU_40108,0,3,0,4,4,0
PEQU_32128,2804,3535,2331,2843,3026,2779
PEQU_32129,140,98,72,74,76,61
PEQU_32122,0,0,0,0,0,0
PEQU_32120,0,0,0,0,0,0
PEQU_32126,309,311,197,429,425,303
PEQU_32127,4481,4344,3014,7627,5901,5731
PEQU_32124,0,0,0,0,0,0
PEQU_32125,353,661,478,556,534,565
PEQU_37954,716,1439,381,283,226,185
PEQU_09239,123,144,125,111,102,78
PEQU_36922,0,0,0,0,0,0
PEQU_36921,0,0,0,0,0,0
PEQU_37955,20,15,14,0,0,0
PEQU_37039,22,97,42,211,269,225
PEQU_37038,0,0,0,0,0,0
PEQU_37033,0,0,0,0,0,0
PEQU_37032,0,0,0,0,0,0
PEQU_37037,0,0,0,0,0,0
PEQU_37036,310,368,201,201,261,197
PEQU_37035,4862,5689,4301,4903,4923,4281
PEQU_17866,32,16,31,63,102,56
PEQU_05313,2171,2673,1488,2252,2261,1897
PEQU_40922,34,92,99,106,99,114
PEQU_40921,0,0,0,0,0,0
PEQU_05310,887,1256,1007,805,900,690
PEQU_40927,145,175,92,96,65,86
PEQU_40926,0,1,8,4,10,12
PEQU_40925,47,108,52,555,558,761
PEQU_40924,374,580,400,1953,1938,1605
PEQU_05319,205,199,123,104,115,117
PEQU_06954,188,260,215,528,762,513
PEQU_06950,0,1,0,51,45,47
PEQU_06952,2747,3794,2907,3069,3225,2809
PEQU_29312,52,84,61,92,57,71
PEQU_06958,863,960,694,1010,1105,1056
PEQU_06959,2,9,4,5,4,4
PEQU_39620,0,0,5,0,0,0
PEQU_39621,12,0,4,12,32,12
PEQU_34210,0,0,0,0,0,0
PEQU_34216,95,93,41,14,21,38
PEQU_34217,229,311,168,629,482,428
PEQU_35369,52,151,70,93,120,90
PEQU_39626,0,0,0,0,0,0
PEQU_35361,0,3,0,0,0,0
PEQU_39627,14,26,22,15,4,14
PEQU_35367,33,66,33,16,35,14
PEQU_35366,1041,1727,999,963,998,784
PEQU_17861,0,0,0,10,1,0
PEQU_28043,4,0,15,9,13,7
PEQU_28046,0,0,0,0,0,0
PEQU_28047,0,0,0,0,0,2
PEQU_28045,0,0,0,0,0,0
PEQU_22001,20,63,22,0,0,0
PEQU_22003,101,233,134,842,798,776
PEQU_22005,173,281,212,265,293,311
PEQU_22007,0,0,0,0,0,0
PEQU_22008,0,0,0,0,0,0
PEQU_22009,160,157,153,652,476,533
PEQU_32405,227,328,256,597,468,461
PEQU_32404,947,1851,1025,390,428,384
PEQU_41339,746,1296,771,538,514,423
PEQU_41338,7,0,2,14,0,5
PEQU_41330,0,0,0,0,0,0
PEQU_41333,237,328,359,3860,3760,2994
PEQU_41332,23,22,72,70,51,50
PEQU_41334,0,0,2,0,0,0
PEQU_41337,45,91,131,168,235,211
PEQU_41336,44,63,87,129,76,100
PEQU_00448,1174,2212,1312,765,1008,682
PEQU_00449,2,17,7,5,1,0
PEQU_00444,126,174,114,2485,2809,2152
PEQU_00445,10,0,0,5,16,5
PEQU_00446,123,330,131,475,619,445
PEQU_00440,6085,3305,4044,3248,2865,2779
PEQU_00441,815,999,796,885,765,660
PEQU_00442,319,384,320,658,605,529
PEQU_00443,1524,2725,1649,2182,2503,2078
PEQU_08273,0,0,0,0,11,6
PEQU_08272,57,102,63,83,52,35
PEQU_08271,1117,1537,946,819,907,800
PEQU_08277,2128,2735,1728,1913,1818,1778
PEQU_08276,23,29,30,372,465,261
PEQU_08275,3587,7747,3993,885,1496,887
PEQU_08274,0,0,0,0,0,0
PEQU_08279,0,0,1,12,4,0
PEQU_08278,247,268,218,530,623,445
PEQU_35037,630,439,291,138,221,127
PEQU_20453,98,109,65,24,52,33
PEQU_14615,677,1316,1001,977,869,856
PEQU_13459,783,853,590,471,463,364
PEQU_13458,1560,1619,1174,1630,1631,1384
PEQU_13457,6,14,15,15,9,12
PEQU_13455,4627,4752,3361,9165,9262,8795
PEQU_13454,66,48,62,45,41,32
PEQU_13453,11,5,0,0,0,0
PEQU_13452,21,34,23,21,25,22
PEQU_23830,147,99,177,4352,4811,3841
PEQU_13450,8,11,10,25,16,21
PEQU_06136,0,6,8,0,0,0
PEQU_06137,0,0,0,0,3,3
PEQU_06134,0,0,0,0,0,0
PEQU_06132,10,13,12,12,12,32
PEQU_06133,313,657,402,607,708,533
PEQU_06130,375,428,417,393,443,251
PEQU_13710,1550,2373,1979,2108,2337,1749
PEQU_06139,5247,24143,8119,231,316,499
PEQU_13711,2109,3455,1845,4459,4166,3545
PEQU_37527,41,190,51,0,0,0
PEQU_13712,4,2,2,2,0,0
PEQU_09063,142,224,182,159,210,144
PEQU_09062,0,0,0,0,4,0
PEQU_09069,2536,6529,3245,141,238,204
PEQU_41033,68,109,46,50,48,43
PEQU_20338,6,0,0,0,0,0
PEQU_20330,113,166,140,679,840,648
PEQU_20331,2352,2857,2332,4132,3811,3341
PEQU_20332,2876,4285,2543,6710,7339,6692
PEQU_20333,73,0,0,0,0,0
PEQU_20335,11,22,2,36,40,40
PEQU_20336,0,0,0,3,3,3
PEQU_20337,122,117,93,684,460,456
PEQU_17361,920,1469,848,353,433,297
PEQU_17360,97,137,115,105,88,113
PEQU_17363,3300,6084,4635,11381,9959,8804
PEQU_17365,811,1356,875,1083,1104,891
PEQU_17364,205,309,216,691,886,764
PEQU_17367,0,0,0,0,0,0
PEQU_17369,0,0,0,0,0,0
PEQU_17368,986,1657,1448,1126,1327,1124
PEQU_37520,2,44,15,8,21,16
PEQU_22852,0,0,8,12,11,11
PEQU_25867,2252,3565,1371,894,1002,631
PEQU_08259,110,141,151,22,55,23
PEQU_25864,10,5,9,12,11,20
PEQU_25863,1674,1448,1139,759,903,816
PEQU_25862,0,0,0,1,0,0
PEQU_25861,0,0,0,0,0,0
PEQU_25860,1356,1147,1027,356,373,296
PEQU_25869,11,17,18,0,4,6
PEQU_25868,4,21,9,0,3,0
PEQU_12465,0,7,3,0,2,1
PEQU_12464,213,166,182,3642,4467,3614
PEQU_12467,227,314,290,937,1021,795
PEQU_12466,736,802,349,80,203,52
PEQU_42158,135,153,112,109,68,68
PEQU_42159,2,0,5,0,2,0
PEQU_12463,147,116,95,1862,2115,1909
PEQU_12462,0,0,3,3,27,24
PEQU_42154,21,32,39,27,24,24
PEQU_42155,0,0,0,0,0,0
PEQU_42157,487,1438,119,916,442,670
PEQU_42150,9,39,11,16,35,9
PEQU_42151,8,17,6,2,0,6
PEQU_42152,0,184,0,0,0,0
PEQU_42153,8,13,0,0,0,0
PEQU_07209,332,297,232,322,317,385
PEQU_07208,0,0,0,0,0,0
PEQU_07207,2948,3958,3681,109,246,127
PEQU_15858,0,0,0,0,0,0
PEQU_15855,210,338,260,1319,1371,1273
PEQU_15854,1815,2332,1716,1765,1906,1587
PEQU_15857,78,124,85,738,871,636
PEQU_15856,0,0,0,0,0,0
PEQU_08253,0,0,0,0,0,0
PEQU_15852,1672,4191,3663,15847,19585,17507
PEQU_27649,0,0,0,0,0,0
PEQU_07204,14,21,27,10,21,15
PEQU_27641,11,12,56,17,34,8
PEQU_08255,0,0,0,0,0,0
PEQU_08254,626,840,673,1372,1542,1382
PEQU_17028,620,808,735,907,1126,1056
PEQU_21526,136,150,100,133,128,168
PEQU_21527,6,6,0,11,7,4
PEQU_13338,779,1072,812,324,433,396
PEQU_13339,77,86,120,286,259,180
PEQU_21522,0,0,0,0,0,0
PEQU_21523,1185,1559,1081,965,993,799
PEQU_21520,5,31,42,73,85,89
PEQU_21521,1559,2573,2070,3308,3733,3332
PEQU_14100,450,726,388,586,618,632
PEQU_13333,487,590,531,395,518,382
PEQU_14102,2213,1799,1369,1868,1958,2009
PEQU_14103,20,21,25,22,54,26
PEQU_13336,32,11,25,24,19,8
PEQU_13337,0,0,0,0,0,0
PEQU_21528,16,25,16,19,28,25
PEQU_21529,2047,3326,2270,3003,3521,3026
PEQU_23018,31,0,10,61,2,6
PEQU_15278,942,1314,821,518,723,565
PEQU_26068,3110,5918,3259,2120,2232,1559
PEQU_26069,215,272,183,186,219,214
PEQU_23010,2,6,0,2,0,0
PEQU_26067,807,741,659,884,676,583
PEQU_23012,0,0,0,0,0,0
PEQU_26065,1622,2280,1695,1172,1214,1068
PEQU_15275,150,269,213,274,314,305
PEQU_23015,37,28,20,62,51,67
PEQU_15277,282,443,328,283,248,297
PEQU_15276,0,2,1,0,0,1
PEQU_20803,0,2,1,0,0,0
PEQU_10739,152,44,24,40,32,20
PEQU_10738,14,23,9,14,17,12
PEQU_37402,0,0,0,0,0,0
PEQU_10733,0,0,0,0,0,0
PEQU_10732,715,838,915,1765,1303,1160
PEQU_10731,6195,5075,4043,3835,4192,4032
PEQU_10737,0,0,0,0,4,3
PEQU_10736,83,81,304,72,70,168
PEQU_10735,14,12,14,32,37,36
PEQU_10734,0,0,0,7,5,5
PEQU_22769,0,8,3,0,0,0
PEQU_32249,164,309,270,257,320,210
PEQU_32248,961,1344,869,11531,12158,10256
PEQU_32243,1661,2530,1383,4367,5446,4673
PEQU_22760,63,88,79,70,65,65
PEQU_32240,0,0,0,0,0,0
PEQU_32247,0,2,0,2,1,0
PEQU_22764,0,4,2,20,10,16
PEQU_25081,0,0,0,0,0,0
PEQU_25083,0,0,0,0,0,0
PEQU_25082,0,0,0,0,0,0
PEQU_25085,0,0,0,0,0,0
PEQU_25089,0,0,0,0,0,0
PEQU_25088,0,0,0,0,0,0
PEQU_09814,553,899,791,1503,1303,1409
PEQU_09815,0,0,0,0,0,0
PEQU_09816,63,129,106,218,268,204
PEQU_09817,3,29,45,84,44,38
PEQU_09810,97,239,119,540,441,482
PEQU_09811,0,0,0,0,0,0
PEQU_09812,0,0,0,18,7,4
PEQU_09813,2,0,0,0,0,0
PEQU_09818,0,0,0,0,0,0
PEQU_09819,357,512,297,609,529,448
PEQU_33199,369,309,149,62,76,50
PEQU_14059,23,54,0,0,4,4
PEQU_24686,2657,5039,3385,5,13,15
PEQU_33193,1384,2214,1577,1736,1841,1464
PEQU_33194,0,0,0,0,0,0
PEQU_33195,0,0,0,0,0,0
PEQU_33196,0,0,0,0,0,0
PEQU_24356,875,1778,1055,2173,2527,1734
PEQU_24357,53,94,55,37,58,59
PEQU_24354,166,256,159,1145,810,644
PEQU_38673,0,0,0,0,0,0
PEQU_38674,2466,2002,1525,12068,10157,9427
PEQU_38675,53,59,35,56,33,49
PEQU_38676,0,0,0,0,0,0
PEQU_38677,34,27,42,18,0,14
PEQU_38678,80,78,86,255,298,249
PEQU_38168,67,90,120,71,108,106
PEQU_29550,255,281,239,292,281,197
PEQU_24359,145,190,149,111,101,214
PEQU_16199,331,378,298,598,586,551
PEQU_16198,0,4,0,0,2,0
PEQU_30085,1641,1516,1095,1486,1488,1403
PEQU_30084,0,0,0,0,0,0
PEQU_30083,0,3,15,2953,3471,3260
PEQU_16191,304,374,277,268,256,222
PEQU_16190,871,1017,847,1000,1206,990
PEQU_16193,157,345,229,358,415,223
PEQU_16192,0,0,0,0,0,0
PEQU_16195,96,92,94,88,96,87
PEQU_16194,0,0,0,0,0,0
PEQU_16197,190,196,123,101,105,84
PEQU_30088,100,71,49,64,129,123
PEQU_29888,0,0,0,0,0,0
PEQU_29885,0,0,0,0,0,0
PEQU_29887,300,309,230,707,791,693
PEQU_26854,393,491,509,283,260,286
PEQU_26853,71,158,119,261,242,249
PEQU_09158,0,0,0,0,0,0
PEQU_39699,0,0,0,0,0,0
PEQU_39698,147,175,229,156,162,125
PEQU_40800,314,235,400,335,531,323
PEQU_40801,119,155,0,181,182,145
PEQU_40802,2,8,6,0,0,0
PEQU_40803,99,127,115,74,76,55
PEQU_05014,1626,1982,1557,1160,1166,1544
PEQU_05015,5,3,12,0,5,10
PEQU_40806,16,10,5,96,99,54
PEQU_40807,3,0,0,0,0,0
PEQU_40808,43,79,78,69,54,42
PEQU_05019,0,0,0,0,0,8
PEQU_39101,277,299,247,155,160,190
PEQU_39100,230,262,253,492,477,445
PEQU_39103,204,224,142,128,123,105
PEQU_39102,457,772,430,276,263,259
PEQU_34357,0,10,9,22,23,22
PEQU_34356,58,24,16,202,182,141
PEQU_39107,618,866,541,1032,962,1085
PEQU_39106,210,557,315,281,374,309
PEQU_39109,5,7,8,19,42,15
PEQU_28681,13,47,25,2,0,2
PEQU_28686,0,0,0,0,0,0
PEQU_28687,0,0,0,0,0,0
PEQU_37618,0,0,0,0,0,0
PEQU_37611,0,0,0,5,0,0
PEQU_37610,4,0,0,2,2,2
PEQU_37617,0,0,0,0,0,0
PEQU_09108,466,925,591,18,50,15
PEQU_09102,2,3,0,0,4,0
PEQU_09103,64,419,130,36,81,32
PEQU_09100,172,203,191,122,130,130
PEQU_09101,0,0,0,0,0,0
PEQU_09106,0,0,0,0,0,0
PEQU_09107,4,6,0,38,16,0
PEQU_09104,1081,671,669,829,915,631
PEQU_09105,1725,2399,2039,2091,2299,1808
PEQU_42288,16,12,84,512,79,96
PEQU_19758,270,549,508,469,443,436
PEQU_19759,0,0,0,0,0,0
PEQU_19756,1677,2800,2407,3192,3595,2850
PEQU_19757,6,18,0,10,9,15
PEQU_19755,0,0,0,0,0,0
PEQU_19752,284,307,224,540,642,504
PEQU_21263,117,110,107,224,194,249
PEQU_19750,111,295,68,32,39,23
PEQU_19751,0,6,4,14,6,5
PEQU_08473,17,16,43,10,12,0
PEQU_35753,300,356,322,1603,1914,1630
PEQU_08474,677,919,869,2103,1624,1401
PEQU_08477,637,699,461,706,737,625
PEQU_08476,0,4,0,0,0,0
PEQU_08479,366,887,537,4948,6595,4727
PEQU_42289,0,0,0,0,0,0
PEQU_04761,1194,1398,1005,805,791,698
PEQU_04760,872,1143,725,1034,1168,1046
PEQU_04763,0,4,4,0,0,0
PEQU_04762,3349,4620,3228,2635,2675,2090
PEQU_04764,213,229,313,84,167,143
PEQU_04767,407,536,585,259,191,162
PEQU_04769,1183,1301,986,1230,1077,1126
PEQU_04768,0,0,0,4,0,0
PEQU_40376,797,315,401,226,227,201
PEQU_40377,247,343,255,30,24,26
PEQU_40374,245,883,581,388,414,415
PEQU_33463,0,0,0,0,0,0
PEQU_40373,6438,13446,7923,6243,7465,6318
PEQU_40370,0,9,0,0,0,0
PEQU_40371,31,85,140,69,86,72
PEQU_40378,496,594,596,1575,1891,1754
PEQU_33972,0,0,0,0,0,0
PEQU_33970,0,0,0,0,0,0
PEQU_33971,0,0,0,0,0,0
PEQU_33974,850,836,581,7192,6928,6015
PEQU_33975,0,0,0,0,0,0
PEQU_29710,594,863,625,1046,1224,1008
PEQU_00354,0,0,0,0,3,0
PEQU_26966,25,37,48,54,73,73
PEQU_23856,0,28,106,127,154,112
PEQU_23857,669,1319,952,1132,1270,1241
PEQU_23850,457,559,443,1020,1222,944
PEQU_06159,0,0,0,0,0,0
PEQU_36223,103,93,105,4,3,32
PEQU_36225,187,236,396,4,60,59
PEQU_36229,48,35,40,0,31,0
PEQU_36228,123,92,60,383,648,340
PEQU_06150,25,35,27,27,28,10
PEQU_13478,5881,8052,4451,3869,4025,3577
PEQU_18318,8,29,30,0,0,0
PEQU_02358,33,115,56,0,14,6
PEQU_02359,1641,2515,2129,2370,2036,2052
PEQU_01404,0,0,0,0,0,0
PEQU_02354,207,341,147,143,88,143
PEQU_02355,58,23,17,9,19,16
PEQU_02352,0,4,0,26,50,29
PEQU_02353,748,898,455,18417,19622,16320
PEQU_02350,8,3,33,87,173,82
PEQU_02351,6,2,12,47,77,92
PEQU_31198,0,0,0,0,0,0
PEQU_00840,12,36,0,0,0,0
PEQU_00841,183,680,130,80,56,67
PEQU_00842,227,257,251,351,313,261
PEQU_00843,0,0,0,0,0,0
PEQU_00844,294,358,276,407,366,297
PEQU_00845,71,122,147,212,301,143
PEQU_00846,786,943,932,16,0,19
PEQU_00847,797,1114,810,1334,1268,1048
PEQU_00849,110,118,77,38,54,31
PEQU_42281,0,0,0,0,0,1
PEQU_39923,1802,2810,2375,1336,1328,1132
PEQU_39921,0,0,0,0,0,0
PEQU_39920,739,386,465,691,1173,611
PEQU_39927,1,0,0,2,2,0
PEQU_39926,337,241,306,426,295,286
PEQU_39924,11,12,8,0,9,4
PEQU_39928,889,1259,921,1041,1201,1032
PEQU_10927,19,0,4,0,0,0
PEQU_00353,496,568,424,376,427,354
PEQU_41959,8,0,0,0,0,0
PEQU_41958,0,0,2,0,0,8
PEQU_41951,12,43,4,5,3,4
PEQU_41950,24,72,84,40,58,41
PEQU_41953,0,126,0,89,93,91
PEQU_41952,0,0,0,0,0,0
PEQU_41955,0,0,0,0,0,0
PEQU_41957,4,6,2,0,4,0
PEQU_41956,0,0,0,0,0,0
PEQU_18830,0,0,0,0,0,0
PEQU_18831,47,69,56,2612,2740,2144
PEQU_18832,0,0,0,22,11,10
PEQU_18833,305,505,259,342,274,274
PEQU_18835,546,706,413,667,682,556
PEQU_18836,11,20,11,29,22,9
PEQU_18837,265,287,126,1321,1357,1151
PEQU_18838,0,0,0,0,0,0
PEQU_18839,0,0,0,0,0,6
PEQU_02888,983,1801,1343,1804,1724,1733
PEQU_01079,456,628,674,746,819,744
PEQU_01076,138,410,132,0,0,0
PEQU_01077,4103,5862,3620,7016,7656,6563
PEQU_01074,209,428,209,0,0,0
PEQU_01075,0,0,0,0,0,0
PEQU_01072,446,594,415,785,775,684
PEQU_01073,0,0,0,0,0,0
PEQU_01070,33,9,18,0,0,0
PEQU_01071,4,3,4,23,4,3
PEQU_38339,227,455,405,149,103,92
PEQU_38338,2807,3586,2091,1585,1577,1338
PEQU_38331,7,74,43,53,93,49
PEQU_38330,4,2,6,3,0,0
PEQU_38333,0,7,0,0,7,7
PEQU_38332,0,0,0,0,0,0
PEQU_38335,363,1894,1182,674,911,702
PEQU_38334,474,746,442,247,233,263
PEQU_38337,0,0,0,0,0,0
PEQU_38336,11,13,7,0,0,7
PEQU_23560,28,35,46,40,25,22
PEQU_23561,0,0,0,0,0,0
PEQU_23562,636,1046,662,3963,4560,3534
PEQU_23563,191,395,368,567,631,615
PEQU_23564,0,0,0,0,0,0
PEQU_23565,0,0,0,0,0,0
PEQU_23566,0,0,0,0,0,8
PEQU_23567,0,0,0,0,0,0
PEQU_23568,710,652,963,492,617,545
PEQU_27270,245,333,254,319,408,261
PEQU_27271,279,637,466,539,576,593
PEQU_18165,0,0,0,0,0,0
PEQU_27274,260,374,387,715,800,564
PEQU_27275,0,0,0,0,0,0
PEQU_27276,0,2,0,5,0,4
PEQU_27277,0,0,0,0,0,0
PEQU_27278,461,691,464,166,206,233
PEQU_27279,17,42,88,17,87,72
PEQU_42167,56,83,73,38,30,33
PEQU_01928,405,689,806,1357,1330,1067
PEQU_01924,8425,18414,7384,985,815,1035
PEQU_01925,0,0,0,0,2,0
PEQU_01920,967,1058,796,971,1023,811
PEQU_01921,2531,3260,2079,3429,3756,3338
PEQU_01922,119,222,293,276,303,230
PEQU_01923,0,0,0,0,0,0
PEQU_22211,0,0,0,0,0,0
PEQU_22213,436,795,653,851,840,787
PEQU_22212,679,1435,909,556,430,491
PEQU_22214,1282,1644,1056,0,0,0
PEQU_12204,95,74,14,59,67,76
PEQU_12207,2267,3064,2219,510,443,624
PEQU_12206,169,191,149,199,161,123
PEQU_12201,288,1185,464,453,475,341
PEQU_07189,28,14,0,49,46,22
PEQU_12203,0,0,0,0,0,0
PEQU_42042,35,56,50,16,30,17
PEQU_07184,0,0,0,0,0,0
PEQU_07186,332,599,362,273,265,202
PEQU_07187,0,0,0,0,0,3
PEQU_07180,1480,2228,2646,3047,3272,2989
PEQU_07183,1761,2834,2079,2507,2461,2087
PEQU_07454,4,5,0,2,2,0
PEQU_07455,0,0,0,0,0,0
PEQU_07452,1296,2555,1419,1225,1404,1242
PEQU_07453,503,895,508,658,533,704
PEQU_07450,153,211,119,71,81,85
PEQU_07451,279,319,312,661,489,485
PEQU_07458,7,22,0,0,10,0
PEQU_07459,243,484,188,70,75,63
PEQU_03566,7,0,0,6,0,8
PEQU_03567,1857,2044,1326,2130,2127,1597
PEQU_03564,291,180,182,349,351,277
PEQU_03565,0,0,0,0,0,0
PEQU_03562,850,1116,696,1070,1244,966
PEQU_03563,0,0,2,1,1,0
PEQU_03560,6,14,20,12,39,37
PEQU_03561,0,0,0,0,0,0
PEQU_03568,189,371,433,243,365,271
PEQU_03569,860,1588,971,793,887,713
PEQU_42041,331,554,506,647,629,522
PEQU_13558,247,172,266,5,0,10
PEQU_13559,2366,3668,2532,1596,1566,1394
PEQU_13552,0,0,0,0,0,4
PEQU_13553,4,0,0,0,0,4
PEQU_13550,1036,1607,1465,2314,2345,1962
PEQU_13556,310,449,256,369,435,322
PEQU_13557,4,16,22,0,0,0
PEQU_13555,7,17,2,7,14,14
PEQU_00517,4,5,9,0,0,0
PEQU_34111,20,0,4,0,0,8
PEQU_39346,0,0,0,0,0,0
PEQU_34113,0,0,0,0,0,0
PEQU_05612,0,0,0,0,0,0
PEQU_39342,153,187,153,213,178,186
PEQU_39340,830,996,724,14608,15440,13693
PEQU_30146,0,6,2,41,37,38
PEQU_10118,411,1005,1065,908,873,806
PEQU_10113,1,4,3,8,11,4
PEQU_10112,13,3,8,8,5,10
PEQU_10111,432,539,512,338,363,320
PEQU_10110,4,0,0,15,20,9
PEQU_10117,1067,1083,964,1506,1518,1430
PEQU_10115,172,175,187,1997,2124,1699
PEQU_10114,0,0,0,0,4,0
PEQU_24217,0,0,0,0,0,0
PEQU_24216,0,0,0,0,0,0
PEQU_24215,0,0,0,0,0,0
PEQU_24214,0,0,0,0,0,0
PEQU_24213,0,0,0,0,0,0
PEQU_24212,0,0,0,0,0,0
PEQU_24211,316,478,377,395,425,379
PEQU_38843,373,704,417,295,344,278
PEQU_17382,0,9,0,2,0,0
PEQU_28910,238,332,133,114,213,188
PEQU_28911,1148,1493,1334,2278,1648,1634
PEQU_18294,1342,1851,1495,2180,2607,2251
PEQU_28913,507,723,459,1171,1291,856
PEQU_28914,102,140,140,406,458,404
PEQU_00519,915,1144,722,1624,1486,1414
PEQU_17668,176,413,209,59,62,10
PEQU_17669,0,0,0,0,0,0
PEQU_17660,0,4,13,9,8,11
PEQU_17661,0,8,4,7,5,0
PEQU_17663,164,450,356,187,294,207
PEQU_17665,49,64,42,26,47,34
PEQU_17666,1338,1788,994,652,855,748
PEQU_17667,0,0,0,0,0,11
PEQU_14319,398,966,559,308,333,406
PEQU_14318,8,0,6,0,3,0
PEQU_24967,143,158,152,813,928,830
PEQU_38408,106,167,185,175,185,129
PEQU_24961,0,0,0,0,0,0
PEQU_24960,1,1,0,0,0,0
PEQU_24963,0,0,0,0,0,0
PEQU_24962,0,0,0,0,0,0
PEQU_14310,53,45,12,95,172,41
PEQU_14313,0,3,0,0,0,1
PEQU_14312,6378,34063,28073,0,0,9
PEQU_18297,402,429,226,1040,1111,922
PEQU_14314,312,326,342,574,429,420
PEQU_14317,344,419,219,44,51,18
PEQU_14316,120,153,115,506,432,451
PEQU_11792,32,30,43,74,83,88
PEQU_11793,382,954,547,397,516,457
PEQU_11790,150,142,52,296,161,417
PEQU_11796,548,816,612,765,851,679
PEQU_11797,0,0,0,0,1,0
PEQU_11794,39,67,58,31,33,26
PEQU_11795,143,250,132,166,185,161
PEQU_11798,0,0,0,0,0,1
PEQU_11799,198,217,293,243,299,306
PEQU_38845,0,2,4,0,0,4
PEQU_02492,0,0,0,142,161,115
PEQU_26185,0,0,0,0,0,0
PEQU_26184,1640,2438,1797,1774,1783,1637
PEQU_26187,0,0,0,11,6,3
PEQU_26186,286,311,288,214,244,249
PEQU_26181,914,1248,812,746,962,673
PEQU_26180,698,869,609,780,687,570
PEQU_26183,0,0,0,0,0,0
PEQU_26188,0,0,0,0,0,0
PEQU_23609,0,0,0,0,0,0
PEQU_23608,500,973,1267,2453,2666,2253
PEQU_31928,0,0,0,0,0,0
PEQU_26238,113,182,120,311,248,213
PEQU_23601,253,254,223,227,194,169
PEQU_23600,135,330,173,278,166,163
PEQU_23603,32,25,54,19,38,30
PEQU_23602,17,23,10,31,97,8
PEQU_26233,0,4,0,0,0,0
PEQU_23604,0,0,0,0,0,0
PEQU_23607,31,37,40,103,135,89
PEQU_26230,1253,918,392,684,618,494
PEQU_16223,394,370,255,211,271,179
PEQU_16222,19,0,48,38,0,24
PEQU_16220,1522,1988,1431,1395,1453,1131
PEQU_16227,0,0,0,0,0,0
PEQU_16226,0,3,0,18,5,6
PEQU_16225,778,1369,1302,2699,2782,2442
PEQU_16224,1064,1378,970,3370,3415,2875
PEQU_16229,18,19,29,0,0,8
PEQU_16228,3458,3530,2734,5250,5112,4384
PEQU_22817,768,840,555,209,253,241
PEQU_25844,955,723,637,891,1009,934
PEQU_00415,0,0,14,0,0,0
PEQU_10948,402,812,775,1180,1394,1161
PEQU_10949,16,36,50,55,66,37
PEQU_10940,42,5,25,0,0,0
PEQU_10941,132,126,126,331,338,318
PEQU_10942,5,0,4,87,97,68
PEQU_10943,70,87,71,765,867,571
PEQU_10944,0,6,8,10,12,11
PEQU_10945,3,28,18,16,31,26
PEQU_10946,2866,3221,2717,1885,1771,1725
PEQU_10947,0,0,0,0,0,0
PEQU_42179,115,53,100,5,7,20
PEQU_02498,987,1133,695,27,70,46
PEQU_07782,44,56,87,36,16,23
PEQU_42173,16,50,28,0,1,2
PEQU_12409,873,1307,648,689,738,487
PEQU_12408,695,1004,801,1052,1022,1028
PEQU_25768,1141,1191,898,586,542,493
PEQU_25769,0,2,3,0,0,4
PEQU_25765,1414,2360,2544,2816,3027,2687
PEQU_25767,0,0,0,0,0,0
PEQU_25760,0,0,0,0,0,0
PEQU_25762,361,613,538,1248,1386,1081
PEQU_42177,488,616,378,370,399,311
PEQU_42174,32,167,360,99,127,124
PEQU_07785,471,810,614,522,465,503
PEQU_30322,0,0,0,0,0,0
PEQU_30323,804,1302,1169,2383,2741,2623
PEQU_30320,0,0,0,0,0,0
PEQU_30321,0,0,0,0,0,0
PEQU_35134,710,772,512,350,354,314
PEQU_30327,0,0,0,0,0,0
PEQU_30324,24,12,169,236,335,280
PEQU_30325,12,10,75,161,146,175
PEQU_30329,18771,34607,15731,7,22,46
PEQU_39800,0,0,0,0,0,0
PEQU_39801,13,20,12,49,47,60
PEQU_39802,0,0,0,0,0,0
PEQU_39804,0,0,8,0,0,0
PEQU_39805,68,38,38,69,227,100
PEQU_39806,32,43,31,82,98,45
PEQU_39807,292,483,509,469,537,500
PEQU_39808,4,0,5,53,53,100
PEQU_39809,69,65,37,60,50,44
PEQU_32782,152,265,269,726,752,700
PEQU_32783,0,4,0,0,0,5
PEQU_32780,0,0,17,0,0,0
PEQU_32781,375,298,183,272,303,274
PEQU_32784,0,0,0,0,0,0
PEQU_32788,0,0,0,0,0,0
PEQU_32789,0,0,0,0,0,0
PEQU_09605,0,0,0,0,0,0
PEQU_05715,0,0,0,0,0,0
PEQU_09607,8,3,5,0,0,0
PEQU_09606,465,715,571,81,111,104
PEQU_09600,122,176,68,158,181,169
PEQU_28275,0,0,0,0,0,0
PEQU_28276,0,0,0,0,0,0
PEQU_09609,134,193,183,201,247,162
PEQU_09608,104,120,86,11,20,16
PEQU_28272,794,1095,594,767,1048,798
PEQU_33788,530,721,0,74,93,50
PEQU_33782,1107,1150,796,899,884,772
PEQU_33785,0,0,0,0,0,0
PEQU_33784,0,0,0,0,0,0
PEQU_33787,0,0,0,0,0,0
PEQU_33786,0,0,0,0,0,0
PEQU_05713,2361,2635,1794,144,227,106
PEQU_36441,0,0,0,0,0,0
PEQU_36440,0,0,0,0,0,0
PEQU_31491,10,4,9,12,17,2
PEQU_31490,0,0,0,0,0,0
PEQU_31497,5,28,0,0,0,0
PEQU_31496,10873,8197,5632,1387,1371,1360
